Year,Season,Club,goalsScored,goalsConceded,ownGoals,assists,shots,penaltyGoals,penaltiesTaken,freeKickGoals,freeKickShots,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,bigChances,bigChancesCreated,bigChancesMissed,shotsOnTarget,shotsOffTarget,blockedScoringAttempt,successfulDribbles,dribbleAttempts,corners,hitWoodwork,fastBreaks,fastBreakGoals,fastBreakShots,averageBallPossession,totalPasses,accuratePasses,accuratePassesPercentage,totalOwnHalfPasses,accurateOwnHalfPasses,accurateOwnHalfPassesPercentage,totalOppositionHalfPasses,accurateOppositionHalfPasses,accurateOppositionHalfPassesPercentage,totalLongBalls,accurateLongBalls,accurateLongBallsPercentage,totalCrosses,accurateCrosses,accurateCrossesPercentage,cleanSheets,tackles,interceptions,saves,errorsLeadingToGoal,errorsLeadingToShot,penaltiesCommited,penaltyGoalsConceded,clearances,clearancesOffLine,lastManTackles,totalDuels,duelsWon,duelsWonPercentage,totalGroundDuels,groundDuelsWon,groundDuelsWonPercentage,totalAerialDuels,aerialDuelsWon,aerialDuelsWonPercentage,possessionLost,offsides,fouls,yellowCards,yellowRedCards,redCards,avgRating,accurateFinalThirdPassesAgainst,accurateOppositionHalfPassesAgainst,accurateOwnHalfPassesAgainst,accuratePassesAgainst,bigChancesAgainst,bigChancesCreatedAgainst,bigChancesMissedAgainst,clearancesAgainst,cornersAgainst,crossesSuccessfulAgainst,crossesTotalAgainst,dribbleAttemptsTotalAgainst,dribbleAttemptsWonAgainst,errorsLeadingToGoalAgainst,errorsLeadingToShotAgainst,hitWoodworkAgainst,interceptionsAgainst,keyPassesAgainst,longBallsSuccessfulAgainst,longBallsTotalAgainst,offsidesAgainst,redCardsAgainst,shotsAgainst,shotsBlockedAgainst,shotsFromInsideTheBoxAgainst,shotsFromOutsideTheBoxAgainst,shotsOffTargetAgainst,shotsOnTargetAgainst,blockedScoringAttemptAgainst,tacklesAgainst,totalFinalThirdPassesAgainst,oppositionHalfPassesTotalAgainst,ownHalfPassesTotalAgainst,totalPassesAgainst,yellowCardsAgainst,id,matches,awardedMatches
2020,2020-2021,Fulham,27,53,1,18,442,3,6,0,12,24,2,273,169,5,4,16,51,35,32,136,188,118,506,795,164,12,14,1,13,49.789473684211,17796,14458,81.242975949652,8862,7825,88.298352516362,9644,6797,70.479054334301,1653,773,46.763460375076,710,164,23.098591549296,9,601,437,120,4,9,7,7,751,2,2,4221,2128,50.414593698176,2935,1476,50.289608177172,1286,652,50.699844479005,5571,43,484,67,0,3,6.8368725868726,3177,7224,7670,14728,88,69,53,699,192,166,693,581,327,4,12,18,404,305,987,2233,103,1,428,96,282,146,160,172,96,682,4818,10317,8625,18249,40,4361,38,0
2020,2020-2021,West Bromwich Albion,35,76,3,20,339,4,4,1,16,25,8,198,141,5,16,12,53,38,37,112,151,76,264,505,145,13,12,2,10,37.526315789474,12389,8950,72.241504560497,5257,4398,83.659882062013,7736,4682,60.522233712513,1406,584,41.53627311522,604,130,21.523178807947,6,581,435,170,3,10,11,7,840,7,0,4056,1965,48.44674556213,2554,1240,48.551292090838,1502,725,48.268974700399,5422,75,404,51,0,4,6.7153100775194,4671,9830,8189,17836,94,60,48,626,266,185,841,656,385,4,9,19,328,452,932,2025,60,1,599,156,381,218,196,247,156,554,6290,13013,9200,21374,49,4520,38,0
2020,2020-2021,Sheffield United,20,63,3,13,323,3,4,0,5,17,2,213,110,4,4,11,44,36,33,99,134,90,269,475,170,5,8,0,8,41.447368421053,14647,11259,76.868983409572,5842,5041,86.288942143102,9471,6348,67.02565726956,1425,622,43.649122807018,666,130,19.51951951952,5,634,351,147,4,15,4,3,796,9,2,4112,1914,46.546692607004,2577,1189,46.138921226232,1535,725,47.231270358306,5224,73,459,73,0,3,6.7166023166023,4011,8728,9325,17879,98,73,64,654,243,174,718,720,426,1,8,18,296,415,1218,2377,57,1,543,146,348,195,182,215,146,529,5565,11693,10344,21319,38,4594,38,0
2019,2019-2020,Liverpool,85,33,1,69,591,5,5,2,20,71,12,417,174,18,26,39,109,88,65,231,196,164,387,658,257,17,38,10,28,63.236842105263,23872,20131,84.328920911528,10193,9323,91.464730697538,14575,10988,75.38936535163,2105,1097,52.114014251781,896,180,20.089285714286,15,550,352,76,5,20,1,1,587,2,6,3730,1885,50.536193029491,2466,1217,49.351175993512,1264,668,52.848101265823,5870,53,331,38,0,1,7.0371698113208,2054,4283,5875,10034,66,54,47,1094,160,124,551,589,371,10,23,11,456,256,932,2426,142,0,341,72,223,118,160,109,72,577,3431,7199,6986,13634,47,1,38,0
2019,2019-2020,Manchester City,102,35,1,69,745,6,11,5,27,83,17,509,236,11,38,51,141,107,83,266,257,222,486,721,298,26,29,4,26,66.684210526316,26329,23515,89.312165293023,10616,9916,93.406179351922,16627,13804,83.021591387502,1686,1136,67.378410438909,914,205,22.428884026258,17,514,352,76,7,14,3,3,476,3,1,3603,1811,50.263669164585,2575,1294,50.252427184466,1028,517,50.291828793774,4719,68,362,62,2,4,7.1220754716981,1909,4009,6294,10220,59,37,38,933,97,83,420,606,376,5,19,8,477,200,860,2129,83,1,280,67,200,80,98,115,67,576,3068,6380,7203,13163,53,12,38,0
2019,2019-2020,Manchester United,66,36,1,43,544,10,14,1,33,53,12,301,243,5,17,43,86,54,52,216,200,128,447,748,204,15,32,6,26,56.0,20059,16761,83.558502417867,8723,7754,88.89143643242,11971,9132,76.28435385515,1560,840,53.846153846154,635,125,19.685039370079,13,580,379,96,7,7,3,3,627,0,1,4003,2011,50.237322008494,2908,1440,49.518569463549,1095,571,52.146118721461,5317,56,423,73,0,0,6.9393474088292,3054,6278,6095,12246,49,35,31,668,186,127,691,634,379,11,10,13,485,276,948,2231,67,2,389,110,240,149,148,131,110,697,4526,9346,6962,15617,78,11,38,0
2019,2019-2020,Chelsea,69,54,3,46,625,7,7,2,29,59,10,413,212,9,14,46,105,74,69,223,224,178,460,718,247,14,25,7,19,60.736842105263,23244,19803,85.196179659267,11152,10127,90.808823529412,12954,9893,76.370233132623,1755,988,56.296296296296,862,217,25.174013921114,9,638,459,65,3,11,2,2,586,3,6,4284,2185,51.003734827264,2852,1474,51.683029453015,1432,711,49.650837988827,5572,63,386,60,0,0,6.9576850094877,2418,5343,6347,11568,64,48,36,893,133,122,518,604,358,8,12,7,434,241,942,2277,43,3,322,89,219,103,115,118,89,672,3857,8306,7338,15126,76,6,38,0
2019,2019-2020,Leicester City,67,41,2,48,540,5,7,1,20,57,8,339,201,8,18,39,88,69,49,191,209,140,377,688,221,12,40,9,31,57.5,19915,16497,82.837057494351,9419,8358,88.735534557809,11275,8302,73.631929046563,1584,779,49.179292929293,779,163,20.924261874198,13,742,423,96,3,13,10,8,700,1,4,4359,2222,50.97499426474,2999,1547,51.583861287096,1360,675,49.632352941176,5508,64,418,42,1,3,6.9393536121673,2803,6014,5385,11249,65,45,39,756,175,150,647,725,427,9,8,5,432,291,976,2221,65,3,378,95,254,124,147,136,95,639,4274,9029,6320,14702,69,572,38,0
2019,2019-2020,Tottenham Hotspur,61,47,2,39,444,3,4,1,21,50,6,267,177,8,14,34,69,48,35,160,158,126,449,747,200,7,35,8,30,52.157894736842,18644,15176,81.398841450333,8582,7581,88.336052202284,10703,7706,71.99850509203,1538,677,44.018205461638,641,111,17.316692667707,8,665,381,140,8,16,7,5,841,3,5,4425,2180,49.265536723164,3092,1530,49.482535575679,1333,650,48.762190547637,5572,66,423,83,1,2,6.8592592592593,3497,7264,6623,13709,59,37,31,737,207,178,740,681,428,6,11,14,450,393,1070,2267,54,1,539,152,340,199,203,184,152,734,5025,10375,7511,17146,82,19,38,0
2019,2019-2020,Wolverhampton,51,40,1,34,461,4,4,1,13,42,7,299,162,9,14,26,80,57,47,148,177,136,509,817,193,9,38,5,34,48.263157894737,16764,13286,79.253161536626,8081,6941,85.892835045168,9401,6522,69.375598340602,1992,1086,54.518072289157,718,177,24.651810584958,13,646,437,91,6,17,3,1,652,1,5,4429,2289,51.682095281102,2922,1501,51.368925393566,1507,788,52.289316522893,5453,49,407,59,2,2,6.9246492985972,3253,7623,7330,14796,48,34,33,751,148,157,664,685,404,7,12,8,380,290,958,2181,41,5,399,113,256,143,156,130,113,646,4910,10845,8066,18247,83,20,38,0
2019,2019-2020,Arsenal,56,48,0,35,406,3,3,1,19,51,5,281,125,5,16,35,67,47,30,151,156,99,411,697,231,15,20,2,19,53.947368421053,18649,15582,83.554077966647,9728,8703,89.463404605263,9620,7020,72.972972972973,1582,853,53.919089759798,699,141,20.171673819742,10,584,351,147,5,13,8,7,703,4,0,3950,1934,48.962025316456,2838,1421,50.070472163495,1112,513,46.13309352518,5046,73,421,87,1,5,6.8623595505618,3501,7213,5961,12987,78,60,50,665,229,187,784,613,363,9,10,13,425,416,1001,2011,52,1,553,146,344,209,210,197,146,656,4886,10001,6728,15945,79,434,38,0
2019,2019-2020,Sheffield United,39,39,0,25,353,1,1,0,4,35,1,264,89,5,10,21,71,60,48,114,144,95,346,535,212,3,24,3,22,42.868421052632,14922,11097,74.366706875754,5626,4806,85.424813366513,10162,6484,63.80633733517,1873,835,44.580886278697,866,193,22.286374133949,13,611,420,102,8,8,3,1,880,1,2,4347,2209,50.816655164481,2487,1250,50.261359067149,1860,959,51.559139784946,5788,78,412,62,1,2,6.8501915708812,3752,8029,8937,16815,77,58,48,825,218,151,761,647,385,7,8,10,351,326,1163,2564,57,0,431,110,266,165,181,140,110,481,5374,11306,10086,20631,46,430,38,0
2019,2019-2020,Burnley,43,50,1,30,387,3,3,0,18,35,6,264,123,9,12,19,78,53,56,134,162,91,246,454,171,8,8,2,7,41.473684210526,12814,8972,70.017168721711,4938,4155,84.143377885784,8619,5000,58.011370228565,1795,645,35.933147632312,743,183,24.629878869448,15,547,387,120,6,9,5,4,833,3,2,4260,2098,49.24882629108,2343,1130,48.228766538626,1917,968,50.495565988524,5697,89,412,67,0,0,6.8136645962733,3939,7426,7438,14706,69,54,50,777,238,158,820,585,345,5,15,12,293,408,1046,2534,50,3,539,175,320,219,194,170,175,499,5474,10790,8664,18634,41,481,38,0
2019,2019-2020,Southampton,51,60,1,32,499,2,5,2,27,39,12,303,196,3,14,33,74,49,46,181,190,128,423,680,210,15,20,2,18,48.947368421053,15667,11496,73.377162188039,6423,5398,84.041725050599,9934,6252,62.935373464868,1771,667,37.662337662338,690,154,22.31884057971,9,706,425,109,10,11,4,3,824,0,3,4722,2328,49.301143583227,3006,1503,50.0,1716,825,48.076923076923,6333,58,450,54,1,4,6.795145631068,3119,6218,6214,12276,88,70,52,781,223,156,737,794,469,10,12,6,428,334,1017,2472,69,3,452,132,306,146,152,168,132,619,4720,9683,7517,16463,66,443,38,0
2019,2019-2020,Everton,44,56,3,32,469,1,1,0,20,41,1,316,153,14,8,19,76,59,47,162,176,131,374,609,203,13,19,3,17,49.157894736842,15826,12349,78.029824339694,7421,6499,87.575798409918,9209,6046,65.653165381692,1612,858,53.225806451613,804,196,24.378109452736,9,671,408,94,8,5,4,3,731,1,2,4556,2299,50.460930640913,2825,1421,50.300884955752,1731,878,50.722125938764,5560,58,472,73,3,3,6.8320754716981,3047,6411,7070,13340,66,52,35,787,182,141,655,672,390,6,7,14,383,318,1073,2374,78,1,427,112,279,148,167,148,112,580,4626,9513,7988,16846,60,14,38,0
2019,2019-2020,Newcastle United,38,58,2,29,399,0,1,1,14,34,4,225,174,7,12,19,55,44,36,133,149,117,400,674,151,11,22,1,21,38.631578947368,13066,9839,75.302311342415,6257,5336,85.280485855841,7400,4632,62.594594594595,1602,703,43.882646691635,591,129,21.827411167513,11,603,391,140,13,6,2,2,934,5,0,4216,2159,51.209677419355,2669,1407,52.716373173473,1547,752,48.610213316096,5182,75,370,66,0,3,6.7843100189036,4892,10645,7870,18324,91,68,60,572,252,191,868,632,359,4,3,13,341,444,1064,2052,52,2,566,155,367,199,211,200,155,562,6543,13795,8649,21576,56,444,38,0
2019,2019-2020,Crystal Palace,31,50,2,20,376,3,3,2,15,25,4,252,124,3,9,17,40,32,26,120,154,102,432,698,177,8,15,1,15,44.552631578947,14688,11232,76.470588235294,6772,5824,86.001181334908,8504,5547,65.228127939793,1437,630,43.84133611691,588,139,23.639455782313,10,686,444,126,6,12,1,0,802,2,0,4694,2368,50.447379633575,3116,1579,50.673940949936,1578,789,50.0,5555,53,424,62,0,2,6.7908023483366,3901,8168,7089,15059,81,57,49,678,235,198,843,711,395,3,11,12,449,384,1142,2258,31,5,512,137,332,180,201,174,137,745,5492,11294,8014,18465,85,453,38,0
2019,2019-2020,Brighton & Hove Albion,39,54,2,24,462,1,2,2,11,31,4,292,170,7,8,20,62,48,48,143,190,129,335,584,178,8,13,2,11,52.342105263158,18188,14734,81.009456784693,9038,7990,88.404514273069,9839,6893,70.05793271674,1702,833,48.942420681551,689,149,21.625544267054,9,641,419,117,3,12,2,2,704,3,4,3985,1991,49.962358845671,2685,1281,47.709497206704,1300,710,54.615384615385,5501,71,386,58,1,2,6.8131578947368,3236,6631,6834,13309,84,70,60,692,204,156,676,642,397,5,11,17,428,378,974,2243,70,1,498,140,345,153,187,171,140,648,4719,9645,7728,16697,61,433,38,0
2019,2019-2020,West Ham United,49,62,3,36,417,4,4,1,13,44,5,287,130,6,18,24,68,54,43,163,160,94,397,663,190,9,25,3,23,43.947368421053,15101,11487,76.067810078803,6024,5030,83.499335989376,9814,6635,67.607499490524,1622,734,45.252774352651,737,178,24.15196743555,7,696,421,129,9,7,6,5,752,2,3,4493,2293,51.034943245048,2808,1424,50.712250712251,1685,869,51.572700296736,5550,66,387,63,1,1,6.8056420233463,3930,8280,8208,16301,103,83,66,651,219,187,770,745,445,2,8,14,392,389,999,2116,99,0,501,118,346,155,194,189,118,586,5526,11451,9104,19785,45,435,38,0
2019,2019-2020,Aston Villa,41,67,1,31,457,1,3,1,21,36,4,289,168,3,14,23,61,46,39,150,185,122,352,569,200,10,16,1,15,43.868421052632,13835,10642,76.920852909288,6112,5264,86.125654450262,8521,5557,65.215350310996,1650,764,46.30303030303,798,179,22.431077694236,7,523,423,116,10,16,6,5,840,4,2,4182,2105,50.334768053563,2701,1381,51.129211403184,1481,724,48.885887913572,5165,62,451,69,1,1,6.7933586337761,4428,8591,6664,15062,101,68,66,734,242,193,857,597,374,5,9,15,346,458,1139,2270,43,7,608,185,399,209,237,186,185,530,6059,11738,7501,18382,84,573,38,0
2019,2019-2020,AFC Bournemouth,40,65,0,24,389,4,4,3,21,34,4,249,140,5,12,21,62,44,36,122,147,120,325,602,194,10,15,2,14,43.842105263158,14694,11085,75.438954675378,6834,5871,85.908691834943,8506,5341,62.790971079238,1424,615,43.188202247191,646,127,19.659442724458,5,507,475,131,6,10,6,5,926,3,4,4214,2011,47.721879449454,2565,1211,47.212475633528,1649,800,48.514251061249,5654,67,369,76,2,3,6.7554263565891,3971,8277,7549,15657,82,59,43,778,251,169,812,567,360,4,11,12,402,416,1112,2455,71,3,559,162,338,221,200,197,162,661,5585,11573,8553,19314,67,13,38,0
2019,2019-2020,Watford,36,64,3,21,424,7,8,0,18,35,0,285,139,2,6,27,68,45,41,122,172,130,321,576,167,7,18,3,16,42.447368421053,14067,10345,73.540911352812,5648,4799,84.968130311615,9103,5696,62.572778204987,1371,588,42.888402625821,684,150,21.929824561404,9,657,424,117,2,2,9,8,822,5,1,4461,2144,48.060972876037,2805,1311,46.737967914438,1656,833,50.30193236715,5740,68,481,78,2,3,6.7241379310345,3796,8373,7774,15997,84,59,48,784,201,150,746,715,446,10,15,16,386,354,1033,2304,81,1,496,132,316,180,181,183,132,603,5377,11514,8926,19694,65,454,38,0
2019,2019-2020,Norwich City,26,75,3,18,409,2,2,0,16,23,2,245,164,1,7,17,43,34,31,131,155,123,427,706,162,16,9,0,9,49.394736842105,17362,13972,80.474599700495,9099,7935,87.20738542697,8736,6134,70.215201465201,1448,632,43.646408839779,473,97,20.507399577167,5,628,397,140,7,13,7,4,891,5,1,4137,2003,48.41672709693,2914,1466,50.308853809197,1223,537,43.908421913328,5239,50,363,68,0,3,6.7005671077505,4456,8508,6053,14346,89,64,45,555,266,215,893,700,433,6,7,13,430,451,1157,2229,39,2,607,173,407,200,219,215,173,684,6073,11690,6842,17639,57,431,38,0
2018,2018-2019,Manchester City,95,23,0,72,683,3,4,2,21,76,15,252,153,12,38,39,123,101,70,260,229,194,437,734,298,21,26,5,21,68.342105263158,26581,23653,88.984613069486,9929,9307,93.735522207674,17435,14500,83.166045311156,1537,974,63.370201691607,783,154,19.667943805875,20,518,362,58,2,13,4,4,543,2,0,3594,1797,50.0,2515,1250,49.701789264414,1079,547,50.695088044486,4981,98,328,44,0,1,7.1669960474308,1746,3991,5353,9267,39,27,25,1062,82,77,359,468,274,12,15,3,448,181,957,2275,62,2,238,61,83,58,94,83,61,688,2989,6433,6345,12419,54,957,38,0
2018,2018-2019,Liverpool,89,22,0,55,575,7,7,1,20,81,5,219,103,19,35,32,108,78,54,226,208,141,356,620,249,19,29,6,24,62.289473684211,23638,19962,84.448768931382,10324,9473,91.757070902751,14035,10662,75.967224795155,1862,984,52.846401718582,721,173,23.994452149792,21,610,314,76,4,12,1,0,639,1,2,3784,1908,50.422832980973,2580,1298,50.31007751938,1204,610,50.664451827243,5798,77,315,39,2,2,7.0923379174853,2216,4822,6047,10767,41,31,30,1064,126,102,472,554,304,9,12,8,499,223,961,2384,124,1,307,82,118,60,128,97,82,688,3657,7818,6989,14335,48,1227,38,0
2018,2018-2019,Chelsea,63,39,0,52,607,5,5,0,30,53,8,220,137,8,19,34,94,80,60,198,210,199,451,705,215,21,15,1,14,63.5,25070,21957,87.582768248903,10600,9712,91.622641509434,15162,12378,81.638306292046,1422,890,62.587904360056,692,133,19.219653179191,16,618,351,85,3,13,2,1,593,3,2,3859,2016,52.241513345426,2809,1484,52.830188679245,1050,532,50.666666666667,5126,83,339,49,0,0,7.0432637571157,2546,5381,5954,11204,58,46,37,922,141,131,511,543,301,6,15,8,567,258,1141,2415,77,0,349,72,128,81,150,127,72,712,3876,8073,6767,14329,63,3857,38,0
2018,2018-2019,Tottenham Hotspur,67,39,3,47,537,4,4,2,23,52,14,175,147,14,15,37,87,64,52,189,206,142,369,671,194,13,28,5,23,59.421052631579,21295,17714,83.183845973233,9801,8802,89.807162534435,12137,9078,74.796078108264,1715,863,50.320699708455,643,166,25.816485225505,13,626,326,121,6,14,5,3,770,4,3,3893,1957,50.269714872849,2665,1348,50.581613508443,1228,609,49.592833876221,5573,74,376,57,1,3,6.9507874015748,2776,5725,5354,10918,65,50,42,861,187,161,663,577,310,11,22,15,504,344,1222,2533,107,2,461,109,162,81,192,160,109,653,4262,8719,6237,14293,61,3680,38,0
2018,2018-2019,Arsenal,73,51,1,52,467,4,5,3,11,58,11,183,70,5,20,43,89,72,50,170,169,128,304,536,209,8,21,3,18,58.447368421053,20805,17332,83.306897380437,9879,8867,89.756048183014,11531,8591,74.503512271269,1521,850,55.884286653517,605,126,20.826446280992,8,609,412,133,12,16,7,7,762,3,2,3894,1924,49.409347714432,2685,1359,50.614525139665,1209,565,46.732837055418,5378,89,412,73,1,2,6.8930056710775,2984,6156,5411,11424,86,61,52,764,184,143,627,537,307,11,17,16,525,371,1026,2236,94,2,499,122,184,115,192,185,122,641,4484,9123,6224,14720,76,2520,38,0
2018,2018-2019,Manchester United,65,54,3,40,526,9,12,2,27,55,10,184,135,4,14,46,98,65,61,225,171,130,321,553,200,9,21,4,17,54.789473684211,19202,15796,82.262264347464,8310,7455,89.71119133574,11530,8469,73.451864700781,1572,878,55.852417302799,638,128,20.062695924765,7,581,355,122,8,18,6,6,785,2,2,3907,1986,50.831840286665,2651,1289,48.623161071294,1256,697,55.493630573248,5343,90,433,75,2,4,6.8686538461538,3431,6988,5663,12497,68,53,37,845,186,154,662,544,304,7,14,7,442,372,884,2164,72,1,496,128,160,107,195,173,128,655,4980,10047,6493,15878,67,2437,38,0
2018,2018-2019,Wolverhampton,47,46,4,35,477,4,4,2,12,43,3,171,76,10,10,25,79,63,47,152,207,118,331,596,195,14,32,5,27,46.710526315789,16618,12990,78.168251293778,7604,6535,85.941609679116,9636,6612,68.617683686177,1934,993,51.34436401241,622,157,25.24115755627,9,720,501,100,3,20,4,3,824,3,2,4407,2179,49.444066258226,2786,1360,48.815506101938,1621,819,50.524367674275,5540,73,409,72,0,1,6.8618955512573,3773,8596,7332,15795,53,37,32,762,190,133,654,665,381,9,15,14,387,313,1020,2256,48,4,463,151,144,115,168,144,151,666,5515,11961,8067,19374,76,3763,38,0
2018,2018-2019,Everton,54,46,2,34,498,2,5,2,20,44,9,200,83,13,13,27,78,52,50,169,189,140,324,584,215,16,14,2,12,51.684210526316,16496,12754,77.315712900097,7115,6160,86.5776528461,10195,6797,66.669936243257,1536,748,48.697916666667,814,203,24.938574938575,14,702,454,94,7,14,5,2,824,1,3,4630,2314,49.978401727862,2841,1423,50.08799718409,1789,891,49.804359977641,6089,69,432,56,1,4,6.8439688715953,2824,5959,6340,12168,80,59,47,971,179,131,568,515,292,5,15,16,408,294,1076,2510,85,2,403,92,151,84,174,137,92,725,4581,9225,7310,15967,76,3221,38,0
2018,2018-2019,Leicester City,51,48,0,34,515,5,7,3,19,40,8,174,135,9,11,28,74,59,46,184,198,133,393,666,210,10,29,8,21,51.026315789474,17219,13639,79.209013299262,7556,6598,87.321334039174,10442,7208,69.028921662517,1609,817,50.77688004972,779,167,21.437740693196,10,676,436,90,4,20,5,5,945,1,4,4211,2257,53.597720256471,2704,1440,53.254437869822,1507,817,54.213669542137,5724,72,351,60,3,5,6.8636893203884,3341,7262,6006,13130,58,43,33,847,202,138,698,548,311,6,13,13,478,302,1001,2249,88,6,426,101,144,91,186,139,101,630,4997,10546,6905,16753,70,3296,38,0
2018,2018-2019,West Ham United,52,55,1,33,441,5,5,0,17,46,5,157,106,10,16,24,63,48,33,157,170,114,389,668,188,13,22,3,19,48.578947368421,16356,12864,78.650036683786,6642,5799,87.308039747064,10344,7217,69.769914926527,1454,780,53.645116918845,630,152,24.126984126984,7,723,457,148,5,11,5,4,857,2,4,4146,2136,51.519536903039,2864,1489,51.990223463687,1282,647,50.468018720749,5477,71,331,59,0,1,6.8451612903226,3713,8201,6334,14375,98,82,66,747,207,160,711,697,402,6,10,13,410,391,993,2088,125,1,528,143,217,113,185,200,143,669,5377,11364,7115,17768,58,1441,38,0
2018,2018-2019,Watford,52,59,3,39,437,1,1,0,22,43,8,151,80,8,9,34,80,62,54,152,157,128,293,541,177,9,16,3,15,46.710526315789,15465,11772,76.120271580989,6449,5590,86.680105442704,9586,6287,65.585228458168,1438,664,46.175243393602,570,105,18.421052631579,7,654,425,127,7,11,5,4,957,3,7,4335,2082,48.0276816609,2750,1309,47.6,1585,773,48.769716088328,5755,89,433,78,1,4,6.7726377952756,3718,8012,6372,14190,101,69,63,961,210,194,741,622,365,8,9,16,450,354,1150,2384,115,3,491,120,205,108,188,183,120,670,5325,11183,7376,17818,50,1931,38,0
2018,2018-2019,Crystal Palace,51,53,1,33,493,10,11,1,16,40,8,201,102,5,14,29,63,39,38,148,206,139,377,667,205,15,20,2,18,45.052631578947,15243,11708,76.809027094404,6529,5597,85.725225915148,9291,6249,67.258637391024,1462,666,45.554035567715,577,138,23.916811091854,12,730,446,113,5,12,5,4,940,1,2,4331,2179,50.311706303394,2922,1490,50.992470910335,1409,689,48.899929027679,5591,78,386,59,1,2,6.8613360323887,4328,9193,6744,15724,73,55,48,830,216,213,840,589,310,4,10,13,425,390,1273,2316,61,2,525,145,198,141,216,164,145,762,6035,12444,7565,19169,62,1815,38,0
2018,2018-2019,Newcastle United,42,48,1,33,446,1,3,1,16,39,2,162,103,12,12,17,53,39,32,142,186,118,237,445,181,14,13,1,12,40.052631578947,13490,9830,72.868791697554,5935,5042,84.953664700927,8266,4958,59.98064360029,1922,839,43.652445369407,711,170,23.909985935302,11,714,506,95,5,11,6,6,1120,6,3,4328,2070,47.828096118299,2600,1265,48.653846153846,1728,805,46.585648148148,5713,59,423,57,0,2,6.8196881091618,4237,9816,7626,17241,83,67,56,866,231,201,834,568,325,3,15,8,349,352,1152,2287,63,1,489,137,179,73,205,147,137,610,6011,13298,8576,21040,58,1135,38,0
2018,2018-2019,AFC Bournemouth,56,70,3,43,446,7,9,0,16,49,6,167,85,11,14,29,95,77,57,163,175,108,291,578,191,12,30,9,23,46.789473684211,15943,12459,78.147149219093,7540,6566,87.082228116711,9016,6061,67.224933451642,1376,590,42.877906976744,613,168,27.406199021207,10,526,371,110,10,11,5,5,1019,4,5,3941,1960,49.733570159858,2467,1244,50.425618159708,1474,716,48.575305291723,5432,57,340,60,0,1,6.8062992125984,4154,8510,6793,15158,86,60,44,781,225,145,753,493,276,3,11,14,424,389,1155,2457,84,9,521,153,162,119,191,177,153,642,5881,11842,7585,18674,90,3742,38,0
2018,2018-2019,Burnley,45,68,4,32,360,2,2,0,14,41,2,160,57,13,11,18,66,49,41,116,155,89,206,369,140,12,10,1,9,40.736842105263,13010,9142,70.269023827825,4962,4149,83.615477629988,8741,5160,59.032147351562,1903,796,41.828691539674,693,167,24.098124098124,8,583,365,140,5,14,3,2,1081,11,5,4307,2159,50.127699094497,2217,1111,50.112764997745,2090,1048,50.143540669856,5699,106,360,75,0,1,6.7822937625755,4055,8124,7605,15535,88,65,57,893,245,194,809,537,302,5,6,17,307,504,1143,2610,46,3,652,217,185,122,225,210,217,478,5755,11541,8674,19406,58,972,38,0
2018,2018-2019,Southampton,45,65,3,27,483,4,5,3,20,31,13,170,114,4,6,33,75,48,50,162,183,138,285,504,193,13,13,1,12,43.289473684211,14297,10576,73.973560886899,5360,4503,84.011194029851,9601,6235,64.941151963337,1654,669,40.447400241838,664,162,24.397590361446,7,699,548,114,10,8,3,2,1068,4,4,4332,2090,48.245614035088,2671,1317,49.307375514788,1661,773,46.538229981939,5675,61,420,73,2,3,6.777281553398,3622,7847,7403,15081,79,61,43,825,214,169,710,648,368,9,14,13,376,385,1129,2458,88,1,522,154,207,142,189,179,154,597,5337,11292,8521,19103,62,2774,38,0
2018,2018-2019,Brighton & Hove Albion,35,60,0,24,371,5,6,0,12,34,1,129,92,10,8,17,46,34,23,108,174,89,272,520,156,6,13,4,11,41.894736842105,14109,10554,74.803317031682,6472,5491,84.84239802225,8273,5248,63.43527136468,1745,789,45.214899713467,636,185,29.088050314465,7,681,463,111,5,12,10,10,921,6,4,4202,2078,49.452641599238,2570,1242,48.326848249027,1632,836,51.225490196078,5558,90,463,61,1,4,6.746862745098,4452,9475,7376,16690,71,47,36,671,216,161,725,584,320,5,8,19,398,428,940,2167,37,2,583,173,184,121,234,176,173,583,6173,12750,8155,20180,52,3660,38,0
2018,2018-2019,Cardiff City,34,69,0,20,417,3,4,0,13,28,5,124,96,4,6,23,51,32,32,126,179,112,260,475,168,14,9,0,9,34.815789473684,10226,6530,63.856835517309,3169,2437,76.901230672136,7619,4240,55.650347814674,1397,526,37.65211166786,562,147,26.156583629893,10,655,528,141,8,10,7,4,978,5,3,4510,2271,50.354767184035,2546,1290,50.667714061273,1964,981,49.949083503055,5677,77,374,66,0,1,6.7285163776493,4087,8834,7796,16469,94,66,59,950,270,161,662,607,366,3,12,16,314,440,974,2124,36,3,571,148,207,132,211,212,148,546,5765,12136,8819,20293,49,2119,38,0
